,0,1,2,3,4,5,6,7,8
2524,48,0,77,-3,46,0,29,31,2
2525,37,0,106,-7,26,0,69,80,12
2526,37,0,76,-3,28,13,39,47,8
2527,81,0,85,-4,-22,0,4,108,104
2528,37,0,80,1,16,11,43,65,22
2529,101,0,102,0,70,-23,1,32,32
2530,37,0,81,-1,36,-3,44,44,0
2531,37,0,75,-2,24,-4,38,52,14
2532,46,0,84,-5,46,9,39,38,0
2533,56,0,80,0,54,-7,24,26,2
2534,48,0,87,8,46,0,39,41,2
2535,44,-3,86,-7,44,0,43,42,0
2536,46,5,81,6,46,0,34,34,0
2537,37,0,90,-7,36,0,52,53,2
2538,37,3,79,0,26,14,41,53,12
2539,46,0,82,2,46,8,36,35,0
2540,37,-4,102,0,36,9,65,66,2
2541,46,0,86,1,44,-14,41,42,2
2542,38,0,102,0,38,4,64,63,0
2543,41,0,81,0,38,-20,40,42,2
2544,79,2,83,0,-28,0,4,112,108
2545,83,0,86,0,-2,29,3,89,86
2546,37,1,75,7,34,0,37,41,4
2547,37,0,108,5,36,0,71,72,0
2548,45,1,108,0,46,23,62,61,0
2549,44,-3,88,0,42,-30,44,46,2
2550,37,0,77,0,28,26,41,49,8
2551,37,-1,94,0,36,2,57,58,2
2552,49,0,88,0,50,4,39,39,0
2553,37,0,92,-1,26,10,55,66,12
2554,53,0,85,0,52,-18,32,33,2
2555,44,-1,76,0,44,5,32,32,0
2556,53,0,79,0,54,6,26,24,0
2557,57,-2,83,0,56,0,26,26,0
2558,37,0,104,-8,28,0,67,76,8
2559,40,0,77,3,38,0,38,39,2
2560,37,0,83,0,-2,-13,47,86,40
2561,49,2,78,0,46,-6,29,32,2
2562,44,0,85,0,42,-29,41,44,2
2563,56,0,78,0,54,-10,22,24,2
2564,47,5,77,0,46,0,30,30,0
2565,45,2,79,0,46,29,33,32,0
2566,37,0,78,0,16,19,41,63,22
2567,41,0,100,8,38,-3,60,62,2
2568,44,-1,89,0,44,0,45,45,0
2569,37,0,79,0,2,-3,43,77,34
2570,48,-1,84,0,46,0,36,37,2
2571,45,0,81,0,46,25,36,35,0
2572,43,-1,85,0,42,0,42,44,2
2573,40,0,86,-3,38,0,45,47,2
2574,46,1,86,0,46,0,40,40,0
2575,39,0,79,3,38,0,40,41,0
2576,43,0,75,0,44,24,32,31,0
2577,43,0,108,2,42,-10,65,67,2
2578,37,0,95,0,28,29,58,67,8
2579,37,0,79,0,28,5,42,51,8
2580,45,0,88,-1,44,-2,44,44,0
2581,39,-1,79,-1,38,0,40,40,0
2582,43,0,85,0,44,9,42,41,0
2583,37,0,77,0,20,28,40,57,16
2584,44,3,90,0,42,-17,47,49,2
2585,53,-2,84,0,54,0,30,30,0
2586,44,0,79,0,44,6,36,35,0
2587,62,0,109,6,60,0,48,50,2
2588,46,4,82,0,44,-10,36,38,2
2589,37,0,77,0,26,0,41,52,10
2590,65,-3,109,0,64,0,45,45,0
2591,54,1,84,0,54,0,31,30,0
2592,45,1,87,3,44,0,42,43,2
2593,43,0,80,0,42,-18,37,39,2
2594,59,0,86,0,56,-29,28,30,2
2595,49,0,106,0,50,2,56,57,0
2596,45,0,76,-6,44,0,31,32,2
2597,45,1,79,0,44,-9,33,35,2
2598,46,-1,85,-3,46,-4,39,39,0
2599,105,2,107,4,72,2,1,35,34
2600,47,1,80,0,46,0,33,34,0
2601,46,0,92,1,46,0,45,45,0
2602,56,5,86,0,56,18,30,29,0
2603,76,0,81,0,-42,-18,5,125,120
2604,38,2,83,0,38,26,45,44,0
2605,44,0,86,0,42,-7,43,45,2
2606,42,0,97,1,42,0,55,56,0
2607,37,0,78,0,2,14,41,75,34
2608,37,0,79,0,10,4,42,68,26
2609,45,0,88,-1,44,-13,42,44,2
2610,46,-1,100,1,46,0,54,54,0
2611,49,-1,81,-5,50,-8,32,32,0
2612,42,5,84,0,42,0,42,43,2
2613,49,0,95,1,50,7,47,46,0
2614,37,0,74,0,30,1,37,43,6
2615,81,-2,85,-4,-40,0,4,126,122
2616,44,0,86,0,44,19,43,42,0
2617,53,-1,86,0,52,-13,33,35,2
2618,43,-1,85,-3,44,-9,42,41,0
2619,42,4,86,2,42,0,44,45,2
2620,37,4,81,0,36,-2,43,44,2
2621,49,-3,86,0,46,-27,38,40,2
2622,43,0,80,-4,42,-6,37,39,2
2623,37,0,76,0,34,14,39,43,4
2624,45,0,83,-2,44,-24,37,39,2
2625,37,0,79,0,28,0,43,51,8
2626,45,-5,78,0,44,0,34,34,0
2627,49,0,106,-3,50,22,57,57,0
2628,41,0,85,0,42,19,44,44,0
2629,41,0,82,0,42,21,41,41,0
2630,49,0,89,7,50,3,40,40,0
2631,37,0,83,0,-4,-7,46,88,42
2632,81,0,85,0,-40,3,4,126,122
2633,48,0,85,0,46,-4,37,39,2
2634,80,0,84,1,-40,14,5,126,122
2635,66,0,109,0,68,21,43,42,0
2636,45,0,89,0,44,-7,44,45,2
2637,45,0,86,3,44,0,41,42,2
2638,37,0,77,0,24,-16,40,54,14
2639,37,0,92,3,8,3,55,84,30
2640,46,-1,87,0,46,0,41,41,0
2641,81,4,84,1,-20,0,4,105,102
2642,37,0,81,0,34,6,45,48,2
2643,81,5,84,0,-24,0,4,110,106
2644,37,0,105,0,30,-2,68,74,6
2645,38,0,78,8,38,0,40,39,0
2646,37,0,79,0,8,-8,43,72,28
2647,42,2,77,8,42,0,35,36,0
2648,45,-1,86,5,44,0,42,42,0
2649,43,0,86,0,44,11,42,42,0
2650,51,0,78,-5,52,1,27,26,0
2651,42,4,75,0,42,0,32,34,2
2652,37,5,75,0,20,26,38,54,16
2653,56,0,107,1,56,0,51,50,0
2654,79,-1,83,-10,436,6339,4,-353,-356
2655,46,0,84,1,46,2,38,37,0
2656,37,0,77,0,26,29,40,51,10
2657,37,0,81,0,-2,0,44,84,40
2658,42,5,85,0,42,0,43,44,2
2659,37,0,78,0,16,16,41,63,22
2660,44,2,83,0,42,-22,39,41,2
2661,55,-1,80,0,54,0,25,26,0
2662,45,0,86,0,44,-4,41,42,2
2663,44,-4,76,0,44,0,31,32,0
2664,47,4,81,2,46,0,34,35,0
2665,49,0,83,0,50,26,34,34,0
2666,37,0,80,0,36,19,43,44,0
2667,37,-4,76,0,-2,0,39,79,40
2668,39,2,79,-3,38,-5,41,41,0
2669,41,-1,80,0,42,7,39,39,0
2670,37,0,76,0,38,3,39,37,0
2671,45,0,84,0,44,0,38,40,2
2672,37,0,77,0,34,9,40,43,4
2673,53,1,86,0,52,-19,33,35,2
2674,45,0,85,0,44,350,41,41,0
2675,37,0,80,0,8,29,43,72,28
2676,79,-1,83,-13,-6,159,4,91,88
2677,41,0,83,4,42,28,42,41,0
2678,37,0,83,0,2,3,46,80,34
2679,39,0,86,0,38,0,47,48,0
2680,41,3,77,0,42,12,36,36,0
2681,62,0,109,0,62,9,48,47,0
2682,41,0,79,-1,42,10,38,37,0
2683,43,1,83,-5,42,0,40,41,2
2684,49,0,80,0,50,4,31,31,0
2685,44,3,79,0,44,3,35,35,0
2686,37,0,80,0,26,21,43,54,12
2687,37,0,105,0,16,-18,68,89,22
2688,46,0,91,5,46,0,45,44,0
2689,37,0,82,0,16,31,45,66,22
2690,44,0,75,0,44,13,31,31,0
2691,49,3,81,0,50,15,33,32,0
2692,41,5,88,0,42,2,47,47,0
2693,37,0,76,-5,36,-15,39,40,2
2694,56,0,96,7,54,31,40,42,2
2695,45,0,83,2,44,-16,37,39,2
2696,41,-1,86,0,38,-19,45,47,2
2697,37,0,77,0,6,-10,40,72,32
2698,37,1,90,0,28,0,53,62,8
2699,53,0,86,0,52,-16,33,35,2
2700,37,0,84,0,20,-2,47,63,16
2701,37,2,81,1,36,0,43,44,2
2702,53,5,84,0,54,27,31,30,0
2703,41,0,84,1,38,-3,44,46,2
2704,48,-1,83,0,46,-1,34,36,2
2705,42,2,82,2,42,0,40,41,0
2706,46,0,79,0,46,0,33,32,0
2707,85,0,89,1,2,-4,4,86,82
2708,37,0,80,-4,24,0,43,57,14
2709,37,0,77,0,30,-24,41,46,6
2710,37,0,81,-6,24,0,44,57,14
2711,37,0,106,0,26,17,68,80,12
2712,55,0,82,0,54,414,26,28,2
2713,41,4,86,0,42,17,45,45,0
2714,37,0,79,-1,34,0,41,45,4
2715,39,0,80,8,38,0,41,41,0
2716,43,0,108,0,42,-5,64,66,2
2717,51,0,86,0,52,30,36,35,0
2718,37,0,77,7,28,1,40,49,8
2719,50,1,78,-5,50,0,29,29,0
2720,51,0,81,-4,52,3,30,30,0
2721,48,1,77,-5,46,0,29,30,2
2722,45,-5,86,0,44,0,41,42,2
2723,56,0,107,5,56,0,51,50,0
2724,41,0,89,0,42,24,48,48,0
2725,44,1,86,0,44,0,42,42,0
2726,55,0,86,0,54,-2,30,32,2
2727,46,0,83,-1,44,-25,37,39,2
2728,49,0,79,0,46,-19,30,32,2
2729,105,1,106,0,70,-2,1,36,34
2730,46,-2,76,-1,46,-2,30,30,0
2731,49,0,83,0,46,-9,34,36,2
2732,45,-2,81,0,46,15,35,34,0
2733,37,1,80,0,34,19,43,46,4
2734,43,0,77,-1,44,14,34,33,0
2735,37,0,80,0,20,-23,43,59,16
2736,52,-5,80,0,52,-2,27,28,0
2737,48,1,81,6,46,0,32,34,2
2738,50,-4,106,0,50,0,57,57,0
2739,37,0,74,-2,34,0,37,41,4
2740,44,0,89,0,44,13,45,45,0
2741,49,0,107,0,50,14,58,58,0
2742,44,3,82,0,44,20,38,38,0
2743,46,-2,82,-4,46,-6,36,35,0
2744,43,0,81,-1,42,-13,37,39,2
2745,55,0,82,0,54,28,26,28,2
2746,55,-5,93,0,54,0,38,39,0
2747,50,-1,87,-6,50,0,37,38,0
2748,37,0,79,0,30,-14,43,48,6
2749,44,0,88,0,42,-11,44,46,2
2750,77,-3,81,0,-40,0,4,123,118
2751,37,0,106,17,26,-3,69,80,12
2752,50,-3,79,0,50,0,29,30,0
2753,49,0,81,-1,50,-1,32,32,0
2754,45,1,83,0,44,-2,37,39,2
2755,37,0,79,6,12,0,42,66,24
2756,45,2,76,0,44,0,31,32,0
2757,49,0,107,0,50,20,58,58,0
2758,41,3,83,0,38,-3,42,44,2
2759,79,-4,83,0,-30,0,4,114,110
2760,43,0,86,0,44,29,42,42,0
2761,41,0,77,-4,42,0,36,36,0
2762,51,3,80,0,52,20,29,28,0
2763,76,0,80,0,-42,0,4,124,120
2764,53,0,83,0,52,-18,30,32,2
2765,48,2,82,-2,46,0,34,35,2
2766,53,0,86,0,52,-21,33,35,2
2767,51,0,86,0,50,-21,35,37,2
2768,45,0,82,1,46,25,37,35,0
2769,37,0,105,8,20,-3,68,84,16
2770,41,0,79,-5,42,2,38,37,0
2771,37,-4,97,0,34,-6,61,64,2
2772,44,0,82,-3,44,0,38,38,0
2773,45,0,81,0,44,-24,35,37,2
2774,55,3,85,0,54,0,31,31,0
2775,39,-3,79,0,38,0,39,40,0
2776,37,1,77,0,36,0,41,41,0
2777,64,3,112,0,62,0,48,50,2
2778,41,-4,83,0,42,1,42,42,0
2779,42,0,76,-3,42,0,34,35,0
2780,43,0,84,-6,42,0,42,43,2
2781,44,2,102,0,44,8,58,58,0
2782,41,0,83,1,38,-7,42,44,2
2783,38,2,79,0,38,1,41,40,0
2784,37,0,95,0,24,6,58,72,14
2785,37,0,102,-6,36,0,64,66,2
2786,82,0,85,0,-2,0,3,88,84
2787,68,0,111,-5,68,0,44,44,0
2788,50,3,83,0,50,0,34,34,0
2789,37,0,78,0,2,-13,41,75,34
2790,37,0,79,0,16,31,43,64,22
2791,82,0,86,0,-2,8,4,88,84
2792,48,4,80,0,46,0,32,34,2
2793,42,-3,86,3,42,0,44,44,0
2794,79,0,83,0,-38,5,4,122,118
2795,43,0,78,0,42,-5,35,37,2
2796,80,0,84,-1,-40,3,4,125,122
2797,37,-1,77,-3,36,-5,40,41,0
2798,37,0,104,0,16,-16,67,88,22
2799,46,2,86,0,46,4,41,40,0
2800,51,0,79,0,52,19,27,27,0
2801,39,0,106,0,38,0,67,67,0
2802,46,-5,76,0,46,0,29,29,0
2803,53,4,86,0,54,4,32,32,0
2804,43,0,81,1,42,-4,38,40,2
2805,50,5,87,-2,50,0,37,38,2
2806,44,0,83,5,44,0,38,39,0
2807,49,0,83,-2,46,-8,34,37,2
2808,46,0,86,0,46,12,40,39,0
2809,37,0,84,0,24,-7,47,61,14
2810,43,-2,86,6,42,-14,43,45,2
2811,52,0,86,-2,52,0,35,35,0
2812,44,0,79,-1,44,-1,35,35,0
2813,37,0,77,6,36,-7,39,41,2
2814,41,0,81,2,38,-30,39,42,2
2815,49,0,88,1,50,15,40,39,0
2816,44,0,83,0,44,23,40,39,0
2817,49,0,87,-6,46,-15,38,41,2
2818,41,-1,79,0,38,-21,39,41,2
2819,48,0,83,0,50,22,34,33,0
2820,44,0,81,0,44,6,38,37,0
2821,50,-1,78,-2,50,0,28,29,2
2822,46,-3,87,1,46,0,41,41,0
2823,45,2,79,0,44,0,35,35,0
2824,37,0,108,0,34,-8,71,75,4
2825,37,0,108,2,36,0,70,71,2
2826,37,0,84,0,24,-18,47,61,14
2827,43,-1,77,0,42,0,34,35,2
2828,38,1,92,0,28,25,54,64,10
2829,41,-1,76,-1,38,-21,35,37,2
2830,49,0,87,0,46,-5,38,41,2
2831,37,0,78,0,16,-22,42,63,22
2832,37,1,91,-2,6,0,53,86,32
2833,37,0,76,-6,28,3,39,47,8
2834,37,0,106,0,24,16,69,82,14
2835,51,0,88,0,52,5,36,36,0
2836,45,0,74,-3,44,0,30,30,0
2837,37,-78,75,-1,26,-20,38,49,12
2838,43,0,81,1,42,-3,37,39,2
2839,55,-1,81,0,54,0,25,26,2
2840,37,0,99,-5,28,0,61,70,8
2841,102,0,103,0,70,-17,1,33,32
2842,45,0,87,0,46,12,42,41,0
2843,41,-2,77,0,38,-15,36,38,2
2844,37,-1,80,-11,34,-6,43,46,2
2845,49,0,88,-2,50,4,40,39,0
2846,55,-3,96,0,54,0,41,42,2
2847,37,0,77,1,20,-5,40,56,16
2848,59,0,86,0,60,11,28,27,0
2849,45,0,93,-4,44,0,48,49,0
2850,55,0,78,0,54,-2,23,24,2
2851,37,0,79,0,10,-4,42,68,26
2852,37,0,96,6,26,1,59,70,12
2853,37,0,77,0,-20,8,41,98,58
2854,37,0,76,0,26,-16,39,50,10
2855,37,0,80,0,36,-13,43,44,2
2856,37,0,81,0,8,-3,44,73,28
2857,101,0,102,0,72,5,1,30,28
2858,45,0,87,1,44,0,43,43,0
2859,37,0,105,6,34,11,68,71,4
2860,56,0,81,0,56,7,25,24,0
2861,76,0,79,-7,-40,0,4,121,116
2862,41,0,81,0,42,6,40,39,0
2863,43,0,79,8,42,0,36,38,2
2864,38,0,90,3,8,0,52,82,30
2865,45,0,87,2,44,-19,42,43,2
2866,42,3,79,0,42,0,38,38,0
2867,37,-1,79,0,34,0,42,45,2
2868,45,0,87,4,44,0,42,43,2
2869,37,0,83,0,34,-5,46,49,2
2870,56,-1,86,0,56,10,30,29,0
2871,51,0,81,0,50,-19,29,32,2
2872,37,0,106,0,20,-15,69,85,16
2873,37,0,83,6,-2,0,46,85,40
2874,49,-5,86,0,50,4,38,37,0
2875,41,0,83,-2,38,-15,42,44,2
2876,46,3,79,0,44,-12,33,35,2
2877,51,-2,77,0,50,-13,26,28,2
2878,56,0,86,6,56,5,31,30,0
2879,42,0,78,-14,42,0,36,37,2
2880,53,3,85,0,54,1,32,31,0
2881,37,0,74,0,30,6,37,43,6
2882,37,0,77,6,34,0,41,44,2
2883,37,0,76,0,24,0,40,53,14
2884,41,0,88,0,38,-23,47,49,2
2885,47,0,76,-4,46,0,29,30,0
2886,42,1,79,7,42,0,37,38,0
2887,106,-1,108,0,70,0,2,38,36
2888,80,-2,84,0,-28,0,4,112,108
2889,44,0,81,0,44,21,38,37,0
2890,37,0,77,0,38,20,39,38,0
2891,79,-3,83,-4,-40,5,4,124,120
2892,53,0,81,0,52,-28,27,29,2
2893,49,0,78,0,50,19,29,29,0
2894,37,0,105,-4,16,-21,68,89,22
2895,37,0,96,0,30,0,59,65,6
2896,105,1,106,0,70,-3,1,36,34
2897,37,0,79,0,28,0,42,51,8
2898,43,-1,77,-3,42,-5,34,36,2
2899,37,0,78,2,34,30,41,45,4
2900,49,0,80,0,50,10,31,31,0
2901,41,-2,77,0,42,6,36,36,0
2902,42,0,78,1,42,0,36,37,2
2903,45,0,77,0,44,-10,31,33,2
2904,44,0,81,0,42,-18,38,40,2
2905,104,-3,106,0,70,-24,1,36,34
2906,41,0,83,3,42,20,42,41,0
2907,49,0,95,-5,46,-22,46,48,2
2908,37,0,77,-6,34,24,40,44,4
2909,49,0,88,-1,50,22,39,39,0
2910,42,3,86,0,42,0,45,45,0
2911,37,0,90,0,36,14,53,54,2
2912,44,0,89,0,44,16,45,45,0
2913,45,-1,88,-3,44,-17,42,44,2
2914,37,0,84,0,24,6,47,61,14
2915,37,0,77,0,34,3,40,43,4
2916,37,0,78,0,2,5,42,75,34
2917,37,0,105,0,30,-8,68,74,6
2918,59,0,87,0,56,-5,28,30,2
2919,37,-1,106,-2,34,-4,69,72,4
2920,38,0,109,-6,38,0,71,71,0
2921,44,0,76,0,42,-22,32,35,2
2922,54,1,86,0,54,0,32,32,0
2923,37,0,79,0,34,25,42,45,4
2924,56,-1,81,0,54,-30,24,26,2
2925,42,3,77,0,42,0,35,35,0
2926,43,0,84,-1,42,-2,41,43,2
2927,38,4,76,0,36,-8,38,39,2
2928,37,0,75,0,34,1,38,41,4
2929,48,3,82,-4,46,0,34,35,2
2930,45,0,81,0,44,-1,37,37,0
2931,37,0,76,144,20,0,40,55,16
2932,37,-21,106,0,30,0,69,75,6
2933,43,-1,83,0,42,-16,40,42,2
2934,39,-2,79,0,38,0,40,41,0
2935,47,2,87,0,46,0,40,41,0
2936,58,1,97,0,56,0,39,40,0
2937,46,-1,86,-6,46,-9,40,39,0
2938,44,0,81,0,42,-28,37,39,2
2939,47,5,82,0,46,0,35,35,0
2940,49,-4,79,0,50,14,31,30,0
2941,48,-1,86,0,46,-6,37,39,2
2942,54,2,83,0,54,0,29,29,0
2943,44,0,86,3,44,8,43,42,0
2944,37,0,83,0,16,-30,47,68,22
2945,37,0,79,0,24,1,42,55,14
2946,37,0,78,-7,28,0,41,50,8
2947,49,0,88,0,46,-24,40,42,2
2948,41,-5,80,0,42,11,39,39,0
2949,44,3,83,3,44,1,38,39,0
2950,41,1,76,0,42,31,35,34,0
2951,37,0,77,1,-10,6,41,88,46
2952,46,0,76,0,46,16,30,30,0
2953,43,0,79,4,42,0,37,38,2
2954,38,3,76,0,36,-16,38,40,2
2955,53,0,87,-5,54,20,34,33,0
2956,49,0,86,0,46,-19,38,40,2
2957,52,0,86,-2,52,0,34,34,0
2958,37,0,84,0,26,10,47,58,10
2959,39,-5,110,0,38,0,71,71,0
2960,51,0,102,0,50,-2,51,53,2
2961,37,-1,80,0,20,2,43,59,16
2962,37,0,84,4,24,-9,47,61,14
2963,56,0,82,0,56,8,26,25,0
2964,37,0,76,-4,36,0,39,40,2
2965,38,1,76,0,38,0,37,37,0
2966,37,0,90,0,36,5,53,54,2
2967,44,0,96,3,44,0,52,52,0
2968,37,0,91,0,16,-4,53,75,22
2969,37,0,76,0,26,-5,39,50,12
2970,42,2,86,0,42,0,44,45,0
2971,37,0,76,4,30,11,39,45,6
2972,49,0,82,0,46,-8,33,35,2
2973,41,0,79,3,38,-3,39,41,2
2974,46,1,77,0,46,4,31,30,0
2975,46,0,88,3,46,0,41,41,0
2976,37,0,95,1,10,0,58,85,28
2977,51,0,86,-1,52,16,36,35,0
2978,45,-2,88,0,44,18,43,44,2
2979,57,-1,106,0,56,0,49,49,0
2980,43,-5,82,0,42,-14,39,41,2
2981,92,-41,107,0,68,-6,15,40,24
2982,49,0,84,0,46,-24,35,37,2
2983,37,-1,100,-5,30,-9,64,69,6
2984,81,2,85,0,-24,0,4,111,108
2985,41,-2,82,0,42,14,41,41,0
2986,49,0,82,0,46,-14,33,35,2
2987,49,0,95,1,50,16,47,46,0
2988,37,0,81,-1,36,-3,43,44,2
2989,52,-5,81,0,52,-3,29,30,0
2990,37,0,76,0,36,5,39,40,2
2991,58,2,84,-1,56,0,27,28,0
2992,41,0,76,-2,38,0,35,37,2
2993,37,0,76,0,34,-6,39,43,4
2994,37,1,79,-3,36,-6,42,43,0
2995,37,0,103,0,20,11,66,82,16
2996,43,0,77,0,44,28,34,33,0
2997,49,5,95,-3,50,3,46,46,0
2998,90,-40,107,0,64,-28,17,42,26
2999,37,0,78,0,-4,2,42,83,42
3000,45,0,83,0,44,0,38,39,0
3001,38,0,93,-6,38,4,56,55,0
3002,39,0,100,0,38,0,61,62,0
3003,43,-1,79,0,42,-20,35,37,2
3004,37,0,76,0,26,0,39,50,10
3005,37,0,77,0,0,0,41,77,36
3006,43,-1,86,-4,42,0,44,45,2
3007,48,-5,108,0,46,0,60,61,2
3008,56,2,92,0,54,0,36,38,2
3009,82,-1,85,-3,-2,22,3,88,84
3010,46,1,81,0,46,3,35,35,0
3011,37,0,79,-1,34,-6,41,45,4
3012,46,0,82,0,44,-13,36,38,2
3013,53,0,88,0,54,12,35,33,0
3014,52,1,83,5,52,0,30,31,0
3015,37,0,76,0,30,-4,39,45,6
3016,49,2,86,0,46,0,38,40,2
3017,49,1,84,0,46,-7,36,38,2
3018,37,0,92,3,8,2,55,84,30
3019,44,0,83,0,44,20,40,39,0
3020,49,2,82,0,50,2,33,33,0
3021,76,0,80,0,-40,17,4,121,116
3022,37,0,77,0,38,19,40,39,0
3023,45,0,81,0,46,9,35,34,0
3024,37,0,77,-1,34,-2,40,43,4
3025,56,1,84,0,56,18,28,27,0
3026,37,0,80,0,34,6,43,46,2
3027,55,-1,86,0,54,-1,30,32,2
3028,49,-1,87,0,46,-9,38,41,2
3029,78,0,83,7,-42,0,4,126,122
3030,56,1,82,0,56,3,26,25,0
3031,49,1,80,0,50,21,31,31,0
3032,37,0,80,0,16,-1,43,65,22
3033,108,0,108,-6,72,7,1,36,36
3034,46,0,85,1,44,-21,39,41,2
3035,45,1,77,0,44,-3,32,34,2
3036,54,-2,81,2,54,0,27,27,0
3037,53,0,86,0,54,7,32,32,0
3038,54,0,78,-5,54,0,24,24,0
3039,37,0,84,0,26,9,47,58,10
3040,43,-3,86,-2,42,0,44,45,2
3041,37,0,78,0,8,-22,42,70,28
3042,49,0,77,0,46,-6,29,31,2
3043,37,0,79,0,28,-24,42,50,8
3044,56,2,82,0,56,5,26,25,0
3045,37,0,78,0,10,-23,41,68,26
3046,52,0,86,-7,52,0,33,34,0
3047,50,2,86,0,50,0,37,37,0
3048,42,-5,76,0,42,0,34,34,0
3049,46,-1,78,0,46,1,32,32,0
3050,45,0,86,0,46,20,41,40,0
3051,37,0,80,0,30,-2,43,49,6
3052,46,0,79,0,46,14,33,32,0
3053,37,0,76,-3,18,0,39,57,18
3054,83,5,86,0,-2,0,3,88,86
3055,37,0,77,0,20,20,40,56,16
3056,37,0,106,0,26,16,68,80,12
3057,45,0,82,-2,44,0,37,38,2
3058,49,0,86,-7,50,1,37,37,0
3059,37,0,78,0,12,31,41,65,24
3060,37,-222,105,-2,36,-3,68,69,0
3061,44,0,81,0,42,-26,37,39,2
3062,37,0,79,0,26,-11,42,53,12
3063,49,0,95,-6,46,-27,46,48,2
3064,43,0,76,50,44,25,33,32,0
3065,37,0,95,0,8,-14,58,87,30
3066,44,-5,77,0,44,6,33,33,0
3067,40,0,86,-6,38,0,46,48,2
3068,42,3,88,0,42,0,46,46,0
3069,45,0,82,-19,44,0,37,38,0
3070,41,0,77,0,42,8,36,36,0
3071,44,0,81,-2,44,0,37,37,0
3072,51,1,78,0,52,8,27,26,0
3073,45,0,89,-2,44,0,44,45,0
3074,38,5,90,0,36,-14,52,53,2
3075,43,-2,86,0,44,14,43,42,0
3076,102,-4,104,0,70,0,1,34,32
3077,53,0,88,0,52,-1,35,36,2
3078,56,5,86,0,54,-16,31,32,2
3079,37,0,83,7,24,0,46,60,14
3080,54,0,81,-2,54,0,27,26,0
3081,37,0,76,2,34,0,40,43,2
3082,43,0,84,-1,42,-3,41,43,2
3083,62,1,109,0,62,6,47,47,0
3084,45,0,85,0,46,29,40,39,0
3085,41,0,77,0,42,10,36,35,0
3086,37,0,83,0,16,16,46,67,22
3087,37,0,79,4,36,-6,42,43,2
3088,43,-1,79,0,42,-10,35,37,2
3089,55,0,83,4,54,0,29,29,0
3090,37,0,76,0,36,-3,39,40,0
3091,51,0,86,0,52,25,35,34,0
3092,45,0,83,-4,44,0,37,39,2
3093,37,0,78,0,8,18,41,70,30
3094,37,0,95,0,10,12,58,84,26
3095,37,0,78,0,16,25,41,63,22
3096,41,0,79,4,38,-4,39,41,2
3097,47,4,77,-1,46,-2,30,31,0
3098,41,0,80,0,38,0,39,41,2
3099,37,4,77,0,36,0,39,41,2
3100,37,0,77,0,26,7,40,51,10
3101,56,0,86,0,56,21,31,30,0
3102,49,-3,85,0,50,0,36,36,0
3103,57,0,88,-4,56,0,31,31,0
3104,37,0,77,0,34,0,41,44,2
3105,45,0,87,2,46,10,42,41,0
3106,38,5,81,0,38,11,43,42,0
3107,43,0,84,-1,42,-9,41,43,2
3108,45,-386,83,0,44,1327,38,39,0
3109,105,3,106,3,70,0,1,36,36
3110,37,0,101,-3,28,0,64,73,8
3111,43,1,76,0,42,-6,33,35,2
3112,71,3,76,8,-42,-11,4,119,116
3113,41,0,83,0,42,19,42,42,0
3114,44,-5,82,0,44,0,38,38,0
3115,42,0,83,-4,42,0,41,42,2
3116,49,0,90,0,50,7,42,41,0
3117,44,0,84,0,44,4,40,41,0
3118,47,3,106,0,46,0,59,60,0
3119,37,0,96,0,30,21,59,65,6
3120,44,3,86,-2,42,-11,42,44,2
3121,41,-4,83,0,38,-18,42,44,2
3122,46,1,90,0,46,4,44,43,0
3123,50,0,80,0,50,0,30,31,2
3124,44,-3,86,0,44,8,43,42,0
3125,45,5,76,0,44,0,31,32,0
3126,37,0,83,0,28,-6,46,54,8
3127,37,0,90,0,18,-8,53,72,20
3128,81,-1,84,0,-18,0,4,103,98
3129,57,0,83,0,56,0,25,26,0
3130,45,3,78,0,44,0,34,34,0
3131,37,0,103,0,30,0,66,72,6
3132,53,0,85,0,52,-22,32,33,2
3133,56,0,97,0,54,10,41,42,2
3134,56,1,96,0,54,3,40,42,2
3135,45,-5,88,0,44,335,43,44,2
3136,53,-1,83,0,52,-21,30,32,2
3137,42,0,81,0,42,2356,39,40,0
3138,53,1,78,0,52,-3,25,26,2
3139,48,3,86,0,46,0,38,39,2
3140,37,0,77,0,34,15,40,43,2
3141,47,-2,84,-3,46,0,37,37,0
3142,82,0,86,0,-40,11,4,128,124
3143,37,-1,76,-6,28,-49,40,48,8
3144,45,1,84,0,46,31,39,38,0
3145,56,1,81,0,56,27,25,24,0
3146,81,1,85,0,-42,-23,4,129,124
3147,37,0,83,0,34,0,46,49,2
3148,45,0,86,0,44,-19,40,42,2
3149,37,0,75,0,34,30,38,41,2
3150,50,0,86,0,50,-1,36,37,2
3151,56,3,84,0,54,-9,28,30,2
3152,49,0,78,-1,50,0,29,29,0
3153,37,-3,82,4,24,0,45,59,14
3154,37,-1,77,0,-22,12,41,101,60
3155,37,0,77,0,18,6,40,59,18
3156,41,1,84,-1,42,1,43,43,0
3157,44,-2,100,0,42,-21,56,59,2
3158,39,-2,81,0,38,0,42,43,0
3159,50,1,78,0,50,0,28,29,0
3160,43,0,75,0,42,-2,32,34,2
3161,44,3,84,0,44,13,41,41,0
3162,37,-2,76,0,38,8,39,37,0
3163,37,0,77,0,34,6,40,43,2
3164,43,0,89,-2,42,0,46,48,2
3165,37,0,76,0,26,17,40,50,10
